id,src,month,day,name_cn,name_native,name_romaji,alt_names,types,ptype,work,work_cn,work_year,heat,fav,votes,collects,nsfw,thumb,image,alts,palette,bgm_id,url_al,url_bgm,url_vndb
bgm-bgm63776,vndb,5,6,羽加道静音,羽加道静音,Shizune Hakamichi,Shicchan,Galgame,Galgame,Katawa Shoujo,,2009,18528,0,18528,2,,https://lain.bgm.tv/r/400/pic/crt/l/44/30/63776_crt_VfOV1.jpg,https://lain.bgm.tv/pic/crt/l/44/30/63776_crt_VfOV1.jpg,https://t.vndb.org/ch/46/17346.jpg,,63776,,https://bgm.tv/character/63776,https://vndb.org/c760
vndb-c6078,vndb,5,18,,,Akira Satou,,Galgame,Galgame,Katawa Shoujo,,2009,18528,0,18528,0,,https://t.vndb.org/ch/58/17358.jpg,https://t.vndb.org/ch/58/17358.jpg,,#604625 #927b54 #33271d #181211 #e6d3a9 #3b3936,,,,https://vndb.org/c6078
bgm-bgm36242,vndb,7,10,池泽华子,池沢華子,Hanako Ikezawa,,Galgame,Galgame,Katawa Shoujo,,2009,18528,0,18528,20,,https://lain.bgm.tv/r/400/pic/crt/l/f8/6a/36242_crt_vt99v.jpg,https://lain.bgm.tv/pic/crt/l/f8/6a/36242_crt_vt99v.jpg,https://t.vndb.org/ch/48/17348.jpg,,36242,,https://bgm.tv/character/36242,https://vndb.org/c766
bgm-bgm63777,vndb,11,1,御门椎名,御門椎名,Shiina Mikado,Misha / ミーシャ / Miisha / 米莎,Galgame,Galgame,Katawa Shoujo,,2009,18528,0,18528,3,,https://lain.bgm.tv/r/400/pic/crt/l/e4/97/63777_crt_guduv.jpg,https://lain.bgm.tv/pic/crt/l/e4/97/63777_crt_guduv.jpg,https://t.vndb.org/ch/51/17351.jpg,,63777,,https://bgm.tv/character/63777,https://vndb.org/c758
al89198,anilist,6,19,太宰治,太宰治,Osamu Dazai,Mackerel / Bandage Wasting Device,动画|漫画|Galgame,动画,文豪ストレイドッグス,文豪野犬,2016,17896,17896,111,148,,https://lain.bgm.tv/r/400/pic/crt/l/76/25/35238_crt_vs2vv.jpg?r=1446950816,https://lain.bgm.tv/pic/crt/l/76/25/35238_crt_vs2vv.jpg?r=1446950816,https://s4.anilist.co/file/anilistcdn/character/medium/b89198-qKmRTw4Y3PRC.png|https://s4.anilist.co/file/anilistcdn/character/large/b89198-qKmRTw4Y3PRC.png|https://t.vndb.org/ch/66/74766.jpg,,35238,https://anilist.co/character/89198,https://bgm.tv/character/35238,https://vndb.org/c62486
al6356,anilist,9,27,乔瑟夫·乔斯达,ジョセフ・ジョースター,Joseph Joestar,JoJo / Josef Joestar / Mr. Joestar / Old Man,动画|漫画,动画,ジョジョの奇妙な冒険 (TV),,2012,17871,17871,0,354,,https://lain.bgm.tv/r/400/pic/crt/l/32/fb/879_crt_8LVcM.jpg,https://lain.bgm.tv/pic/crt/l/32/fb/879_crt_8LVcM.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b6356-RImEfUfHpC58.png|https://s4.anilist.co/file/anilistcdn/character/large/b6356-RImEfUfHpC58.png,,879,https://anilist.co/character/6356,https://bgm.tv/character/879,
al89361,anilist,12,4,惠惠,めぐみん,Megumin,Crazy Explosion Girl / Psycho Girl,动画|漫画,动画,この素晴らしい世界に祝福を！,为美好的世界献上祝福！,2016,17576,17576,0,1660,,https://lain.bgm.tv/r/400/pic/crt/l/2e/ba/35681_crt_8rGq5.jpg?r=1715442740,https://lain.bgm.tv/pic/crt/l/2e/ba/35681_crt_8rGq5.jpg?r=1715442740,https://s4.anilist.co/file/anilistcdn/character/medium/b89361-tq8PQQ4MmF0M.png|https://s4.anilist.co/file/anilistcdn/character/large/b89361-tq8PQQ4MmF0M.png,,35681,https://anilist.co/character/89361,https://bgm.tv/character/35681,
al133676,anilist,3,5,喜多川海梦,喜多川海夢,Marin Kitagawa,Marine (まりん),动画|漫画,动画,その着せ替え人形は恋をする,更衣人偶坠入爱河,2022,17518,17518,0,980,,https://lain.bgm.tv/r/400/pic/crt/l/a6/d9/102090_crt_QHm2U.jpg?r=1754747173,https://lain.bgm.tv/pic/crt/l/a6/d9/102090_crt_QHm2U.jpg?r=1754747173,https://s4.anilist.co/file/anilistcdn/character/medium/b133676-kV2czE3C8Qls.png|https://s4.anilist.co/file/anilistcdn/character/large/b133676-kV2czE3C8Qls.png,,102090,https://anilist.co/character/133676,https://bgm.tv/character/102090,
al88575,anilist,2,2,蕾姆,レム,Rem,Rem-rin / Rem-rin / 雷姆 / REM,动画|Galgame,动画,Re:ゼロから始める異世界生活,Re：从零开始的异世界生活,2016,17293,17293,941,1157,,https://lain.bgm.tv/r/400/pic/crt/l/b4/42/35615_crt_O7WVP.jpg,https://lain.bgm.tv/pic/crt/l/b4/42/35615_crt_O7WVP.jpg,https://lain.bgm.tv/r/400/pic/crt/l/5a/4b/391_hiekM.jpg?r=1615879295|https://lain.bgm.tv/pic/crt/l/5a/4b/391_hiekM.jpg?r=1615879295|https://s4.anilist.co/file/anilistcdn/character/medium/b88575-Ayu8UPDA8NS6.png|https://s4.anilist.co/file/anilistcdn/character/large/b88575-Ayu8UPDA8NS6.png|https://t.vndb.org/ch/43/62643.jpg|https://t.vndb.org/ch/04/16404.jpg,,35615,https://anilist.co/character/88575,https://bgm.tv/character/35615,https://vndb.org/c52309
al121103,anilist,3,3,藤原千花,藤原千花,Chika Fujiwara,Subject F / Love Detective Chika / Fortune Teller Chika / Secretary Fujiwara,动画|漫画,动画,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,辉夜大小姐想让我告白 ~天才们的恋爱头脑战~,2019,17116,17116,0,1076,,https://lain.bgm.tv/r/400/pic/crt/l/38/34/67408_crt_rrE4W.jpg,https://lain.bgm.tv/pic/crt/l/38/34/67408_crt_rrE4W.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b121103-UGLxT8utLPnq.png|https://s4.anilist.co/file/anilistcdn/character/large/b121103-UGLxT8utLPnq.png,,67408,https://anilist.co/character/121103,https://bgm.tv/character/67408,
bgm-bgm55538,vndb,1,13,中钵,牧瀬 章一,Makise Shouichi,Doctor Nakabachi / Papa / 中鉢博士 / 中鉢博士,动画|Galgame,Galgame,STEINS;GATE,命运石之门,2009,16857,0,16857,0,,https://lain.bgm.tv/r/400/pic/crt/l/da/ca/55538_crt_L6SW9.jpg?r=1498931252,https://lain.bgm.tv/pic/crt/l/da/ca/55538_crt_L6SW9.jpg?r=1498931252,https://t.vndb.org/ch/71/30671.jpg,,55538,,https://bgm.tv/character/55538,https://vndb.org/c24993
al35253,anilist,2,1,椎名真由理,椎名まゆり,Mayuri Shiina,Mayushii / Mayu / Lab Member 002 / Mayushii NyanNyan,动画|漫画|Galgame,动画,シュタインズ・ゲート,命运石之门,2011,16857,6150,16857,1010,,https://lain.bgm.tv/r/400/pic/crt/l/b1/87/12381_crt_x2enE.jpg,https://lain.bgm.tv/pic/crt/l/b1/87/12381_crt_x2enE.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b35253-u6QVgLLyHq2W.png|https://s4.anilist.co/file/anilistcdn/character/large/b35253-u6QVgLLyHq2W.png|https://t.vndb.org/ch/95/97195.jpg|https://t.vndb.org/ch/89/105089.jpg,,12381,https://anilist.co/character/35253,https://bgm.tv/character/12381,https://vndb.org/c6491
al38558,anilist,3,12,天王寺裕吾,天王寺裕吾,Yuugo Tennouji,Tennoji / Mr. Braun / FB / Mr. Braun,动画|漫画|Galgame,动画,シュタインズ・ゲート,命运石之门,2011,16857,150,16857,21,,https://lain.bgm.tv/r/400/pic/crt/l/e5/c9/50546_crt_SnAez.jpg?r=1529464073,https://lain.bgm.tv/pic/crt/l/e5/c9/50546_crt_SnAez.jpg?r=1529464073,https://s4.anilist.co/file/anilistcdn/character/medium/b38558-E4By0N5JXskJ.png|https://s4.anilist.co/file/anilistcdn/character/large/b38558-E4By0N5JXskJ.png|https://t.vndb.org/ch/46/28046.jpg,,50546,https://anilist.co/character/38558,https://bgm.tv/character/50546,https://vndb.org/c6495
al35256,anilist,4,3,菲利斯·喵喵,秋葉留美穂,Rumiho Akiha,Rumi / Faris Nyan Nyan / Feyris / Cheshire Cat,动画|漫画|Galgame,动画,シュタインズ・ゲート,命运石之门,2011,16857,809,16857,295,,https://lain.bgm.tv/r/400/pic/crt/l/80/52/12398_crt_fm7rc.jpg?r=1529464038,https://lain.bgm.tv/pic/crt/l/80/52/12398_crt_fm7rc.jpg?r=1529464038,https://s4.anilist.co/file/anilistcdn/character/medium/b35256-A729dmHEgSYQ.png|https://s4.anilist.co/file/anilistcdn/character/large/b35256-A729dmHEgSYQ.png|https://t.vndb.org/ch/35/97235.jpg|https://t.vndb.org/ch/90/105090.jpg,,12398,https://anilist.co/character/35256,https://bgm.tv/character/12398,https://vndb.org/c6494
al35258,anilist,5,19,桥田至,橋田至,Itaru Hashida,Daru / Perverted Gentleman / Super Hakar / Hack,动画|漫画|Galgame,动画,シュタインズ・ゲート,命运石之门,2011,16857,1307,16857,156,,https://lain.bgm.tv/r/400/pic/crt/l/0d/44/12399_crt_1CcFv.jpg,https://lain.bgm.tv/pic/crt/l/0d/44/12399_crt_1CcFv.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b35258-FeTGR4LEUNvt.png|https://s4.anilist.co/file/anilistcdn/character/large/b35258-FeTGR4LEUNvt.png|https://t.vndb.org/ch/38/97238.jpg|https://t.vndb.org/ch/87/124287.jpg,,12399,https://anilist.co/character/35258,https://bgm.tv/character/12399,https://vndb.org/c6493
al35257,anilist,6,6,桐生萌郁,桐生萌郁,Moeka Kiryuu,Kiryu / Shining Finger / Moe-meow / Lab Member 005,动画|漫画|Galgame,动画,シュタインズ・ゲート,命运石之门,2011,16857,561,16857,143,,https://lain.bgm.tv/r/400/pic/crt/l/23/ad/12400_crt_jM727.jpg?r=1529463935,https://lain.bgm.tv/pic/crt/l/23/ad/12400_crt_jM727.jpg?r=1529463935,https://s4.anilist.co/file/anilistcdn/character/medium/b35257-uepVZyOvuqhi.png|https://s4.anilist.co/file/anilistcdn/character/large/b35257-uepVZyOvuqhi.png|https://t.vndb.org/ch/38/28038.jpg,,12400,https://anilist.co/character/35257,https://bgm.tv/character/12400,https://vndb.org/c6496
bgm-bgm55539,vndb,6,28,,鈴木 功一,Suzuki Kouichi,4℃ / Shido / シド / Sid,动画|Galgame,Galgame,STEINS;GATE,命运石之门,2009,16857,0,16857,0,,https://lain.bgm.tv/r/400/pic/crt/l/60/0a/55539_crt_dE5Xo.jpg?r=1498931968,https://lain.bgm.tv/pic/crt/l/60/0a/55539_crt_dE5Xo.jpg?r=1498931968,https://t.vndb.org/ch/48/117948.jpg,,55539,,https://bgm.tv/character/55539,https://vndb.org/c24994
al30919,anilist,8,30,漆原琉华,漆原るか,Luka Urushibara,Lukako / Ruka / Rukako / Ruka-meow,动画|漫画|Galgame,动画,シュタインズ・ゲート,命运石之门,2011,16857,1509,16857,370,,https://lain.bgm.tv/r/400/pic/crt/l/d4/26/12396_crt_1h61U.jpg,https://lain.bgm.tv/pic/crt/l/d4/26/12396_crt_1h61U.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b30919-5PjiA4ucfuuJ.png|https://s4.anilist.co/file/anilistcdn/character/large/b30919-5PjiA4ucfuuJ.png|https://t.vndb.org/ch/44/28044.jpg|https://t.vndb.org/ch/95/144995.jpg,,12396,https://anilist.co/character/30919,https://bgm.tv/character/12396,https://vndb.org/c6497
al35255,anilist,9,27,阿万音铃羽,阿万音鈴羽,Suzuha Amane,Suzu / Part-Time Warrior / 008 / Suzu-meow,动画|漫画|Galgame,动画,シュタインズ・ゲート,命运石之门,2011,16857,3442,16857,877,,https://lain.bgm.tv/r/400/pic/crt/l/ef/dd/12394_crt_P8QAo.jpg,https://lain.bgm.tv/pic/crt/l/ef/dd/12394_crt_P8QAo.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b35255-Ra9Aq5Kn9lYq.png|https://s4.anilist.co/file/anilistcdn/character/large/b35255-Ra9Aq5Kn9lYq.png|https://t.vndb.org/ch/36/97236.jpg|https://t.vndb.org/ch/93/97193.jpg|https://t.vndb.org/ch/25/89125.jpg,,12394,https://anilist.co/character/35255,https://bgm.tv/character/12394,https://vndb.org/c6492
al38559,anilist,11,9,天王寺绹,天王寺綯,Nae Tennouji,Sister Braun / Sergeant Clean / Chipmunk / Sister Braun,动画|漫画|Galgame,动画,シュタインズ・ゲート,命运石之门,2011,16857,74,16857,64,,https://lain.bgm.tv/r/400/pic/crt/l/ba/8f/17778_crt_LJ68Y.jpg?r=1529464099,https://lain.bgm.tv/pic/crt/l/ba/8f/17778_crt_LJ68Y.jpg?r=1529464099,https://s4.anilist.co/file/anilistcdn/character/medium/b38559-s2jG8GbHLdI2.png|https://s4.anilist.co/file/anilistcdn/character/large/b38559-s2jG8GbHLdI2.png|https://t.vndb.org/ch/29/97229.jpg|https://t.vndb.org/ch/91/105091.jpg|https://t.vndb.org/ch/82/93482.jpg,,17778,https://anilist.co/character/38559,https://bgm.tv/character/17778,https://vndb.org/c15469
al30,anilist,5,5,杰·富力士,ゴン＝フリークス,Gon Freecss,岡·菲猎斯 / Gon Freaks / 冈 / 小杰,动画|漫画,动画,HUNTER×HUNTER (2011),,2011,16741,16741,0,117,,https://lain.bgm.tv/r/400/pic/crt/l/88/c9/6497_crt_0XOoy.jpg,https://lain.bgm.tv/pic/crt/l/88/c9/6497_crt_0XOoy.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b30-lyFExKyDhefc.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b30-lyFExKyDhefc.jpg,,6497,https://anilist.co/character/30,https://bgm.tv/character/6497,
al672,anilist,10,10,坂田银时,坂田銀時,Gintoki Sakata,Yorozuya / Mr. Odd Jobs / Shiroyasha / Gin,动画|漫画,动画,銀魂,银魂,2006,16692,16692,0,1378,,https://lain.bgm.tv/r/400/pic/crt/l/7d/95/85_crt_mnnRv.jpg?r=1532144893,https://lain.bgm.tv/pic/crt/l/7d/95/85_crt_mnnRv.jpg?r=1532144893,https://s4.anilist.co/file/anilistcdn/character/medium/b672-cP5VPriN67xJ.png|https://s4.anilist.co/file/anilistcdn/character/large/b672-cP5VPriN67xJ.png,,85,https://anilist.co/character/672,https://bgm.tv/character/85,
al127518,anilist,12,28,灶门祢豆子,竈門禰豆子,Nezuko Kamado,竈門禰?豆子 / 카마도 네즈코,动画,动画,鬼滅の刃,鬼灭之刃,2019,16468,16468,0,324,,https://lain.bgm.tv/r/400/pic/crt/l/29/f6/57306_crt_EmNmM.jpg?r=1610926959,https://lain.bgm.tv/pic/crt/l/29/f6/57306_crt_EmNmM.jpg?r=1610926959,https://s4.anilist.co/file/anilistcdn/character/medium/b127518-NRlq1CQ1v1ro.png|https://s4.anilist.co/file/anilistcdn/character/large/b127518-NRlq1CQ1v1ro.png,,57306,https://anilist.co/character/127518,https://bgm.tv/character/57306,
al123212,anilist,10,20,绫小路清隆,綾小路清隆,Kiyotaka Ayanokouji,Argos-4 / Ayanokoji / Aya-non / Kiyo-pon,动画|漫画|轻小说,动画,ようこそ実力至上主義の教室へ,欢迎来到实力至上主义的教室,2017,16429,16429,0,189,,https://lain.bgm.tv/r/400/pic/crt/l/56/88/53768_crt_31O7O.jpg,https://lain.bgm.tv/pic/crt/l/56/88/53768_crt_31O7O.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b123212-ewZgUQr9vvEM.png|https://s4.anilist.co/file/anilistcdn/character/large/b123212-ewZgUQr9vvEM.png,,53768,https://anilist.co/character/123212,https://bgm.tv/character/53768,
al124142,anilist,1,4,石神千空,石神千空,Senkuu Ishigami,Sorcerer / Sorcerer Gentleman / Professor Senku / String bean,动画|漫画,动画,Dr.STONE,石纪元,2019,16376,16376,0,121,,https://lain.bgm.tv/r/400/pic/crt/l/1f/58/67403_crt_sslKQ.jpg?r=1562399191,https://lain.bgm.tv/pic/crt/l/1f/58/67403_crt_sslKQ.jpg?r=1562399191,https://s4.anilist.co/file/anilistcdn/character/medium/b124142-XUO1g7wRqkaT.png|https://s4.anilist.co/file/anilistcdn/character/large/b124142-XUO1g7wRqkaT.png,,67403,https://anilist.co/character/124142,https://bgm.tv/character/67403,
al124381,anilist,2,27,02,ゼロツー,Zero Two,Code:002 / Partner Killer (パートナー殺し) / 9' Iota / Nine Iota (ナインイオタ),动画|漫画,动画,ダーリン・イン・ザ・フランキス,DARLING in the FRANXX,2018,16368,16368,0,739,,https://lain.bgm.tv/r/400/pic/crt/l/3b/9a/57751_crt_3E3pC.jpg?r=1507738291,https://lain.bgm.tv/pic/crt/l/3b/9a/57751_crt_3E3pC.jpg?r=1507738291,https://s4.anilist.co/file/anilistcdn/character/medium/b124381-2gAVq76HPfL2.png|https://s4.anilist.co/file/anilistcdn/character/large/b124381-2gAVq76HPfL2.png,,57751,https://anilist.co/character/124381,https://bgm.tv/character/57751,
al126375,anilist,5,6,,中野五月,Itsuki Nakano,いつき,动画|漫画,动画,五等分の花嫁,五等分的新娘,2019,16281,16281,0,0,,https://storage.moegirl.org.cn/moegirl/commons/d/d8/%E4%BA%94%E6%9C%88%E5%85%AC%E5%BC%8F%E4%B9%A6.jpg,https://storage.moegirl.org.cn/moegirl/commons/d/d8/%E4%BA%94%E6%9C%88%E5%85%AC%E5%BC%8F%E4%B9%A6.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b126375-dEe9IyQ9By09.png|https://s4.anilist.co/file/anilistcdn/character/large/b126375-dEe9IyQ9By09.png,#e4614c #c23e33 #825248 #c6a195 #b2c6d1 #f1ebe5,,https://anilist.co/character/126375,,
al46494,anilist,11,3,阿明·阿诺德,アルミン・アルレルト,Armin Arlert,Armin Arlelt / 阿尔敏·亚鲁雷特 / 艾尔敏·阿莱尔特 / 爱尔敏·亚鲁雷特,动画,动画,進撃の巨人,进击的巨人,2013,16202,16202,0,183,,https://lain.bgm.tv/r/400/pic/crt/l/4a/67/19616_crt_88rMm.jpg?r=1410320151,https://lain.bgm.tv/pic/crt/l/4a/67/19616_crt_88rMm.jpg?r=1410320151,https://s4.anilist.co/file/anilistcdn/character/medium/b46494-g7xYYuBtYPnO.png|https://s4.anilist.co/file/anilistcdn/character/large/b46494-g7xYYuBtYPnO.png,,19616,https://anilist.co/character/46494,https://bgm.tv/character/19616,
al64769,anilist,6,21,日向翔阳,日向翔陽,Shouyou Hinata,Shoyo Hinata / Shou / Shorty / The Strongest Decoy,动画|漫画,动画,ハイキュー!!,排球少年!!,2014,16128,16128,0,177,,https://lain.bgm.tv/r/400/pic/crt/l/03/78/24322_crt_zuFs2.jpg?r=1411356315,https://lain.bgm.tv/pic/crt/l/03/78/24322_crt_zuFs2.jpg?r=1411356315,https://s4.anilist.co/file/anilistcdn/character/medium/b64769-WoWlCMLLgJ14.png|https://s4.anilist.co/file/anilistcdn/character/large/b64769-WoWlCMLLgJ14.png,,24322,https://anilist.co/character/64769,https://bgm.tv/character/24322,
al129130,anilist,4,22,嘴平伊之助,嘴平伊之助,Inosuke Hashibira,Svinosuke / Inoko / The Boar / 하시비라 이노스케,动画,动画,鬼滅の刃,鬼灭之刃,2019,16065,16065,0,65,,https://lain.bgm.tv/r/400/pic/crt/l/3b/a4/57308_crt_aaiQJ.jpg?r=1610927054,https://lain.bgm.tv/pic/crt/l/3b/a4/57308_crt_aaiQJ.jpg?r=1610927054,https://s4.anilist.co/file/anilistcdn/character/medium/n129130-SJC0Kn1DU39E.jpg|https://s4.anilist.co/file/anilistcdn/character/large/n129130-SJC0Kn1DU39E.jpg,,57308,https://anilist.co/character/129130,https://bgm.tv/character/57308,
al31,anilist,6,6,西索·莫罗,ヒソカ・モロウ,Hisoka Morow,Hisoka Morou / The Magician / Grim Reaper / 希索加,动画|漫画,动画,HUNTER×HUNTER (2011),,2011,16010,16010,0,150,,https://lain.bgm.tv/r/400/pic/crt/l/c9/24/5073_crt_lzlSg.jpg,https://lain.bgm.tv/pic/crt/l/c9/24/5073_crt_lzlSg.jpg,https://s4.anilist.co/file/anilistcdn/character/medium/b31-FZckOuu7L1un.png|https://s4.anilist.co/file/anilistcdn/character/large/b31-FZckOuu7L1un.png,,5073,https://anilist.co/character/31,https://bgm.tv/character/5073,
al90107,anilist,8,16,齐木楠雄,斉木楠雄,Kusuo Saiki,Kuu / Kusuko / Kuriko / Cyborg Sodaman Mark II,动画|漫画,动画,暗殺教室 第２期,,2016,15978,15978,0,261,,https://lain.bgm.tv/r/400/pic/crt/l/66/b6/27115_crt_0zrIB.jpg?r=1473606934,https://lain.bgm.tv/pic/crt/l/66/b6/27115_crt_0zrIB.jpg?r=1473606934,https://s4.anilist.co/file/anilistcdn/character/medium/b90107-ZULW5HlPX1uU.png|https://s4.anilist.co/file/anilistcdn/character/large/b90107-ZULW5HlPX1uU.png,,27115,https://anilist.co/character/90107,https://bgm.tv/character/27115,
al89028,anilist,7,15,绿谷出久,緑谷出久,Izuku Midoriya,Deku (デク) / Young Midoriya,动画,动画,僕のヒーローアカデミア,我的英雄学院,2016,15961,15961,0,56,,https://lain.bgm.tv/r/400/pic/crt/l/17/bc/36543_crt_i728m.jpg?r=1717040001,https://lain.bgm.tv/pic/crt/l/17/bc/36543_crt_i728m.jpg?r=1717040001,https://s4.anilist.co/file/anilistcdn/character/medium/b89028-8w1I9o1ISHMg.png|https://s4.anilist.co/file/anilistcdn/character/large/b89028-8w1I9o1ISHMg.png,,36543,https://anilist.co/character/89028,https://bgm.tv/character/36543,
al65537,anilist,1,3,桑田怜恩,桑田怜恩,Leon Kuwata,Ultimate Baseball Star / Super High School Level Baseball Player (超高校級の野球選手) / Kuwata Reon / Ultimate Baseball Star,动画|漫画|Galgame,动画,ダンガンロンパ 希望の学園と絶望の高校生 The Animation,弹丸论破 希望学园与绝望高中生,2013,15953,208,15953,7,,https://lain.bgm.tv/r/400/pic/crt/l/6f/f0/18029_crt_x7877.jpg?r=1534940166,https://lain.bgm.tv/pic/crt/l/6f/f0/18029_crt_x7877.jpg?r=1534940166,https://s4.anilist.co/file/anilistcdn/character/medium/b65537-SwnvmZnRJlTa.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b65537-SwnvmZnRJlTa.jpg|https://t.vndb.org/ch/58/72758.jpg,,18029,https://anilist.co/character/65537,https://bgm.tv/character/18029,https://vndb.org/c10193
al63851,anilist,2,5,苗木诚,苗木誠,Makoto Naegi,Ultimate Lucky Student / Super High School Level Good Luck (超高校級の幸運) / Big Mac / Mako-chan,动画|漫画|Galgame,动画,ダンガンロンパ 希望の学園と絶望の高校生 The Animation,弹丸论破 希望学园与绝望高中生,2013,15953,1579,15953,168,,https://lain.bgm.tv/r/400/pic/crt/l/3c/06/18026_crt_CnlbC.jpg?r=1534940129,https://lain.bgm.tv/pic/crt/l/3c/06/18026_crt_CnlbC.jpg?r=1534940129,https://s4.anilist.co/file/anilistcdn/character/medium/b63851-PnzyOWEPVPHD.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b63851-PnzyOWEPVPHD.jpg|https://t.vndb.org/ch/22/72622.jpg,,18026,https://anilist.co/character/63851,https://bgm.tv/character/18026,https://vndb.org/c7828
vndb-c47550,vndb,3,3,灭族者翔,ジェノサイダー 翔,Genocider Shou,Genocide Jill / Genocide Syo / Ultimate Murderous Fiend / 超高校級の「殺人鬼」,Galgame,Galgame,ダンガンロンパ 希望の学園と絶望の高校生,弹丸论破 希望的学园和绝望高中生,2010,15953,0,15953,11,,https://lain.bgm.tv/r/400/pic/crt/l/cc/d1/18237_crt_ldb36.jpg?r=1377409651,https://lain.bgm.tv/pic/crt/l/cc/d1/18237_crt_ldb36.jpg?r=1377409651,https://t.vndb.org/ch/25/72625.jpg,,18237,,https://bgm.tv/character/18237,https://vndb.org/c47550
al65529,anilist,3,3,腐川冬子,腐川冬子,Touko Fukawa,Ultimate Writing Prodigy / Super High School Level Literary Girl (超高校級の文学少女) / Toki / Fukawacchi,动画|漫画|Galgame,动画,ダンガンロンパ 希望の学園と絶望の高校生 The Animation,弹丸论破 希望学园与绝望高中生,2013,15953,1528,15953,58,,https://lain.bgm.tv/r/400/pic/crt/l/c0/d4/18033_crt_55737.jpg?r=1534940264,https://lain.bgm.tv/pic/crt/l/c0/d4/18033_crt_55737.jpg?r=1534940264,https://s4.anilist.co/file/anilistcdn/character/medium/b65529-oy5acbdyUy4r.jpg|https://s4.anilist.co/file/anilistcdn/character/large/b65529-oy5acbdyUy4r.jpg|https://t.vndb.org/ch/24/72624.jpg|https://t.vndb.org/ch/02/104902.jpg,,18033,https://anilist.co/character/65529,https://bgm.tv/character/18033,https://vndb.org/c10199
